date,ticker,message_count,sentiment_mean,sentiment_std
2017-03-07,NVDA,364,0.0,0.0
2017-03-08,NVDA,543,0.0,0.0
2017-03-09,NVDA,369,0.0,0.0
2017-03-10,NVDA,363,0.0,0.0
2017-03-11,NVDA,51,0.0,0.0
2017-03-12,NVDA,25,0.0,0.0
2017-03-13,NVDA,536,0.0,0.0
2017-03-14,NVDA,409,0.0,0.0
2017-03-15,NVDA,417,0.0,0.0
2017-03-16,NVDA,467,0.0,0.0
2017-03-17,NVDA,558,0.0,0.0
2017-03-18,NVDA,77,0.0,0.0
2017-03-19,NVDA,64,0.0,0.0
2017-03-20,NVDA,510,0.0,0.0
2017-03-21,NVDA,424,0.0,0.0
2017-03-22,NVDA,399,0.0,0.0
2017-03-23,NVDA,327,0.0,0.0
2017-03-24,NVDA,346,0.0,0.0
2017-03-25,NVDA,29,0.0,0.0
2017-03-26,NVDA,29,0.0,0.0
2017-03-27,NVDA,207,0.0,0.0
2017-03-28,NVDA,165,0.0,0.0
2017-03-29,NVDA,114,0.0,0.0
2017-03-30,NVDA,331,0.0,0.0
2017-03-31,NVDA,192,0.0,0.0
2017-04-01,NVDA,41,0.0,0.0
2017-04-02,NVDA,23,0.0,0.0
2017-04-03,NVDA,214,0.0,0.0
2017-04-04,NVDA,1287,0.0,0.0
2017-04-05,NVDA,859,0.0,0.0
2017-04-06,NVDA,578,0.0,0.0
2017-04-07,NVDA,339,0.0,0.0
2017-04-08,NVDA,44,0.0,0.0
2017-04-09,NVDA,26,0.0,0.0
2017-04-10,NVDA,583,0.0,0.0
2017-04-11,NVDA,556,0.0,0.0
2017-04-12,NVDA,461,0.0,0.0
2017-04-13,NVDA,499,0.0,0.0
2017-04-14,NVDA,64,0.0,0.0
2017-04-15,NVDA,46,0.0,0.0
2017-04-16,NVDA,45,0.0,0.0
2017-04-17,NVDA,445,0.0,0.0
2017-04-18,NVDA,280,0.0,0.0
2017-04-19,NVDA,309,0.0,0.0
2017-04-20,NVDA,330,0.0,0.0
2017-04-21,NVDA,238,0.0,0.0
2017-04-22,NVDA,26,0.0,0.0
2017-04-23,NVDA,26,0.0,0.0
2017-04-24,NVDA,254,0.0,0.0
2017-04-25,NVDA,287,0.0,0.0
2017-04-26,NVDA,146,0.0,0.0
2017-04-27,NVDA,201,0.0,0.0
2017-04-28,NVDA,142,0.0,0.0
2017-04-29,NVDA,19,0.0,0.0
2017-04-30,NVDA,20,0.0,0.0
2017-05-01,NVDA,265,0.0,0.0
2017-05-02,NVDA,370,0.0,0.0
2017-05-03,NVDA,190,0.0,0.0
2017-05-04,NVDA,117,0.0,0.0
2017-05-05,NVDA,167,0.0,0.0
2017-05-06,NVDA,42,0.0,0.0
2017-05-07,NVDA,53,0.0,0.0
2017-05-08,NVDA,241,0.0,0.0
2017-05-09,NVDA,2319,0.0,0.0
2017-05-10,NVDA,2014,0.0,0.0
2017-05-11,NVDA,1897,0.0,0.0
2017-05-12,NVDA,702,0.0,0.0
2017-05-13,NVDA,47,0.0,0.0
2017-05-14,NVDA,30,0.0,0.0
2017-05-15,NVDA,967,0.0,0.0
2017-05-16,NVDA,1055,0.0,0.0
2017-05-17,NVDA,1077,0.0,0.0
2017-05-18,NVDA,834,0.0,0.0
2017-05-19,NVDA,641,0.0,0.0
2017-05-20,NVDA,40,0.0,0.0
